book_id_raw,title,authors,language_code,image_url,small_image_url,description,text,book_idx
4618,"Hell's Corner (Camel Club, #5)",David Baldacci,eng,https://images.gr-assets.com/books/1330171863m/8045080.jpg,https://images.gr-assets.com/books/1330171863s/8045080.jpg,"Hell's Corner (Camel Club, #5) by David Baldacci","Hell's Corner (Camel Club, #5) — by David Baldacci — Hell's Corner (Camel Club, #5) by David Baldacci",4617
4619,"Key of Valor (Key Trilogy, #3)",Nora Roberts,en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,"Key of Valor (Key Trilogy, #3) by Nora Roberts","Key of Valor (Key Trilogy, #3) — by Nora Roberts — Key of Valor (Key Trilogy, #3) by Nora Roberts",4618
4620,Barbarians at the Gate: The Fall of RJR Nabisco,"Bryan Burrough, John Helyar",en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,"Barbarians at the Gate: The Fall of RJR Nabisco by Bryan Burrough, John Helyar","Barbarians at the Gate: The Fall of RJR Nabisco — by Bryan Burrough, John Helyar — Barbarians at the Gate: The Fall of RJR Nabisco by Bryan Burrough, John Helyar",4619
4621,"Ancillary Sword (Imperial Radch, #2)",Ann Leckie,eng,https://images.gr-assets.com/books/1413464739m/20706284.jpg,https://images.gr-assets.com/books/1413464739s/20706284.jpg,"Ancillary Sword (Imperial Radch, #2) by Ann Leckie","Ancillary Sword (Imperial Radch, #2) — by Ann Leckie — Ancillary Sword (Imperial Radch, #2) by Ann Leckie",4620
4622,Franz Kafka's The Castle (Dramatization),"David Fishelson, Aaron Leichter, Max Brod, Franz Kafka",eng,https://images.gr-assets.com/books/1327873352m/17689.jpg,https://images.gr-assets.com/books/1327873352s/17689.jpg,"Franz Kafka's The Castle (Dramatization) by David Fishelson, Aaron Leichter, Max Brod, Franz Kafka","Franz Kafka's The Castle (Dramatization) — by David Fishelson, Aaron Leichter, Max Brod, Franz Kafka — Franz Kafka's The Castle (Dramatization) by David Fishelson, Aaron Leichter, Max Brod, Franz Kafka",4621
4623,"Timebound (The Chronos Files, #1)",Rysa Walker,eng,https://images.gr-assets.com/books/1371864811m/18108877.jpg,https://images.gr-assets.com/books/1371864811s/18108877.jpg,"Timebound (The Chronos Files, #1) by Rysa Walker","Timebound (The Chronos Files, #1) — by Rysa Walker — Timebound (The Chronos Files, #1) by Rysa Walker",4622
4624,"The Girl Who Circumnavigated Fairyland in a Ship of Her Own Making (Fairyland, #1)","Catherynne M. Valente, Ana Juan",eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,"The Girl Who Circumnavigated Fairyland in a Ship of Her Own Making (Fairyland, #1) by Catherynne M. Valente, Ana Juan","The Girl Who Circumnavigated Fairyland in a Ship of Her Own Making (Fairyland, #1) — by Catherynne M. Valente, Ana Juan — The Girl Who Circumnavigated Fairyland in a Ship of Her Own Making (Fairyland, #1) by Catherynne M. Valente, Ana Juan",4623
4625,"Twenty-Eight and a Half Wishes (Rose Gardner Mystery, #1)",Denise Grover Swank,eng,https://images.gr-assets.com/books/1310178751m/11970096.jpg,https://images.gr-assets.com/books/1310178751s/11970096.jpg,"Twenty-Eight and a Half Wishes (Rose Gardner Mystery, #1) by Denise Grover Swank","Twenty-Eight and a Half Wishes (Rose Gardner Mystery, #1) — by Denise Grover Swank — Twenty-Eight and a Half Wishes (Rose Gardner Mystery, #1) by Denise Grover Swank",4624
4626,"NYPD Red (NYPD Red, #1)","James Patterson, Marshall Karp",,https://images.gr-assets.com/books/1379898888m/14781501.jpg,https://images.gr-assets.com/books/1379898888s/14781501.jpg,"NYPD Red (NYPD Red, #1) by James Patterson, Marshall Karp","NYPD Red (NYPD Red, #1) — by James Patterson, Marshall Karp — NYPD Red (NYPD Red, #1) by James Patterson, Marshall Karp",4625
4627,"The Book of the Dead (Pendergast, #7; Diogenes, #3)","Douglas Preston, Lincoln Child",en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,"The Book of the Dead (Pendergast, #7; Diogenes, #3) by Douglas Preston, Lincoln Child","The Book of the Dead (Pendergast, #7; Diogenes, #3) — by Douglas Preston, Lincoln Child — The Book of the Dead (Pendergast, #7; Diogenes, #3) by Douglas Preston, Lincoln Child",4626
4628,Er ist wieder da,Timur Vermes,ger,https://images.gr-assets.com/books/1338925378m/14897790.jpg,https://images.gr-assets.com/books/1338925378s/14897790.jpg,Er ist wieder da by Timur Vermes,Er ist wieder da — by Timur Vermes — Er ist wieder da by Timur Vermes,4627
4629,The Expats,Chris Pavone,eng,https://images.gr-assets.com/books/1325641431m/12617758.jpg,https://images.gr-assets.com/books/1325641431s/12617758.jpg,The Expats by Chris Pavone,The Expats — by Chris Pavone — The Expats by Chris Pavone,4628
4630,"Bare Bones (Temperance Brennan, #6)",Kathy Reichs,en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,"Bare Bones (Temperance Brennan, #6) by Kathy Reichs","Bare Bones (Temperance Brennan, #6) — by Kathy Reichs — Bare Bones (Temperance Brennan, #6) by Kathy Reichs",4629
4631,Beautiful Day,Elin Hilderbrand,en-US,https://images.gr-assets.com/books/1352225899m/16131025.jpg,https://images.gr-assets.com/books/1352225899s/16131025.jpg,Beautiful Day by Elin Hilderbrand,Beautiful Day — by Elin Hilderbrand — Beautiful Day by Elin Hilderbrand,4630
4632,"The Indwelling (Left Behind, #7)","Tim LaHaye, Jerry B. Jenkins",en-US,https://images.gr-assets.com/books/1406508233m/85958.jpg,https://images.gr-assets.com/books/1406508233s/85958.jpg,"The Indwelling (Left Behind, #7) by Tim LaHaye, Jerry B. Jenkins","The Indwelling (Left Behind, #7) — by Tim LaHaye, Jerry B. Jenkins — The Indwelling (Left Behind, #7) by Tim LaHaye, Jerry B. Jenkins",4631
4633,"Dexter in the Dark (Dexter, #3)",Jeff Lindsay,en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,"Dexter in the Dark (Dexter, #3) by Jeff Lindsay","Dexter in the Dark (Dexter, #3) — by Jeff Lindsay — Dexter in the Dark (Dexter, #3) by Jeff Lindsay",4632
4634,The Glass Bead Game,"Hermann Hesse, Richard Winston, Clara Winston, Theodore Ziolkowski",eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,"The Glass Bead Game by Hermann Hesse, Richard Winston, Clara Winston, Theodore Ziolkowski","The Glass Bead Game — by Hermann Hesse, Richard Winston, Clara Winston, Theodore Ziolkowski — The Glass Bead Game by Hermann Hesse, Richard Winston, Clara Winston, Theodore Ziolkowski",4633
4635,The Yellow Birds,Kevin Powers,eng,https://images.gr-assets.com/books/1346188518m/13366259.jpg,https://images.gr-assets.com/books/1346188518s/13366259.jpg,The Yellow Birds by Kevin Powers,The Yellow Birds — by Kevin Powers — The Yellow Birds by Kevin Powers,4634
4636,Just One Look,Harlan Coben,eng,https://images.gr-assets.com/books/1309286625m/85418.jpg,https://images.gr-assets.com/books/1309286625s/85418.jpg,Just One Look by Harlan Coben,Just One Look — by Harlan Coben — Just One Look by Harlan Coben,4635
4637,"The Proposal (The Proposition, #2)",Katie Ashley,eng,https://images.gr-assets.com/books/1358298141m/16117804.jpg,https://images.gr-assets.com/books/1358298141s/16117804.jpg,"The Proposal (The Proposition, #2) by Katie Ashley","The Proposal (The Proposition, #2) — by Katie Ashley — The Proposal (The Proposition, #2) by Katie Ashley",4636
4638,"My Family and Other Animals (Corfu Trilogy, #1)","Gerald Durrell, Helma Lapiņa",en-US,https://images.gr-assets.com/books/1327885239m/48132.jpg,https://images.gr-assets.com/books/1327885239s/48132.jpg,"My Family and Other Animals (Corfu Trilogy, #1) by Gerald Durrell, Helma Lapiņa","My Family and Other Animals (Corfu Trilogy, #1) — by Gerald Durrell, Helma Lapiņa — My Family and Other Animals (Corfu Trilogy, #1) by Gerald Durrell, Helma Lapiņa",4637
4639,Back Roads,Tawni O'Dell,en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,Back Roads by Tawni O'Dell,Back Roads — by Tawni O'Dell — Back Roads by Tawni O'Dell,4638
4640,Cathedral,Raymond Carver,eng,https://images.gr-assets.com/books/1421615759m/11449.jpg,https://images.gr-assets.com/books/1421615759s/11449.jpg,Cathedral by Raymond Carver,Cathedral — by Raymond Carver — Cathedral by Raymond Carver,4639
4641,Fantastic Beasts and Where to Find Them: The Original Screenplay,J.K. Rowling,eng,https://images.gr-assets.com/books/1476913365m/30065028.jpg,https://images.gr-assets.com/books/1476913365s/30065028.jpg,Fantastic Beasts and Where to Find Them: The Original Screenplay by J.K. Rowling,Fantastic Beasts and Where to Find Them: The Original Screenplay — by J.K. Rowling — Fantastic Beasts and Where to Find Them: The Original Screenplay by J.K. Rowling,4640
4642,The Body,"Stephen King, Robin A.H. Waterfield",eng,https://images.gr-assets.com/books/1328182521m/11574.jpg,https://images.gr-assets.com/books/1328182521s/11574.jpg,"The Body by Stephen King, Robin A.H. Waterfield","The Body — by Stephen King, Robin A.H. Waterfield — The Body by Stephen King, Robin A.H. Waterfield",4641
4643,A Million Miles in a Thousand Years: What I Learned While Editing My Life,Donald Miller,en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,A Million Miles in a Thousand Years: What I Learned While Editing My Life by Donald Miller,A Million Miles in a Thousand Years: What I Learned While Editing My Life — by Donald Miller — A Million Miles in a Thousand Years: What I Learned While Editing My Life by Donald Miller,4642
4644,"Eona: The Last Dragoneye (Eon, #2)",Alison Goodman,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,"Eona: The Last Dragoneye (Eon, #2) by Alison Goodman","Eona: The Last Dragoneye (Eon, #2) — by Alison Goodman — Eona: The Last Dragoneye (Eon, #2) by Alison Goodman",4643
4645,"Eight Cousins (Eight Cousins, #1)",Louisa May Alcott,eng,https://images.gr-assets.com/books/1328864060m/14570.jpg,https://images.gr-assets.com/books/1328864060s/14570.jpg,"Eight Cousins (Eight Cousins, #1) by Louisa May Alcott","Eight Cousins (Eight Cousins, #1) — by Louisa May Alcott — Eight Cousins (Eight Cousins, #1) by Louisa May Alcott",4644
4646,Chicken Soup with Rice: A Book of Months (The Nutshell Library),Maurice Sendak,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,Chicken Soup with Rice: A Book of Months (The Nutshell Library) by Maurice Sendak,Chicken Soup with Rice: A Book of Months (The Nutshell Library) — by Maurice Sendak — Chicken Soup with Rice: A Book of Months (The Nutshell Library) by Maurice Sendak,4645
4647,"R is for Ricochet (Kinsey Millhone, #18)",Sue Grafton,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,"R is for Ricochet (Kinsey Millhone, #18) by Sue Grafton","R is for Ricochet (Kinsey Millhone, #18) — by Sue Grafton — R is for Ricochet (Kinsey Millhone, #18) by Sue Grafton",4646
4648,"Prince of Wolves (The Grey Wolves, #1)",Quinn Loftis,eng,https://images.gr-assets.com/books/1327878769m/11947156.jpg,https://images.gr-assets.com/books/1327878769s/11947156.jpg,"Prince of Wolves (The Grey Wolves, #1) by Quinn Loftis","Prince of Wolves (The Grey Wolves, #1) — by Quinn Loftis — Prince of Wolves (The Grey Wolves, #1) by Quinn Loftis",4647
4649,Diary of a Worm,"Doreen Cronin, Harry Bliss",eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,"Diary of a Worm by Doreen Cronin, Harry Bliss","Diary of a Worm — by Doreen Cronin, Harry Bliss — Diary of a Worm by Doreen Cronin, Harry Bliss",4648
4650,"The Grey King (The Dark Is Rising, #4)",Susan Cooper,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,"The Grey King (The Dark Is Rising, #4) by Susan Cooper","The Grey King (The Dark Is Rising, #4) — by Susan Cooper — The Grey King (The Dark Is Rising, #4) by Susan Cooper",4649
4651,"Hunted (The Iron Druid Chronicles, #6)",Kevin Hearne,eng,https://images.gr-assets.com/books/1358135117m/16071748.jpg,https://images.gr-assets.com/books/1358135117s/16071748.jpg,"Hunted (The Iron Druid Chronicles, #6) by Kevin Hearne","Hunted (The Iron Druid Chronicles, #6) — by Kevin Hearne — Hunted (The Iron Druid Chronicles, #6) by Kevin Hearne",4650
4652,"Devoured (Devoured, #1)",Emily Snow,eng,https://images.gr-assets.com/books/1347063810m/15981894.jpg,https://images.gr-assets.com/books/1347063810s/15981894.jpg,"Devoured (Devoured, #1) by Emily Snow","Devoured (Devoured, #1) — by Emily Snow — Devoured (Devoured, #1) by Emily Snow",4651
4653,The Complete Novels,Jane Austen,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,The Complete Novels by Jane Austen,The Complete Novels — by Jane Austen — The Complete Novels by Jane Austen,4652
4654,The Book of Strange New Things,Michel Faber,eng,https://images.gr-assets.com/books/1394824754m/20697435.jpg,https://images.gr-assets.com/books/1394824754s/20697435.jpg,The Book of Strange New Things by Michel Faber,The Book of Strange New Things — by Michel Faber — The Book of Strange New Things by Michel Faber,4653
4655,Epic Fail,Claire LaZebnik,en-US,https://images.gr-assets.com/books/1293626043m/9266776.jpg,https://images.gr-assets.com/books/1293626043s/9266776.jpg,Epic Fail by Claire LaZebnik,Epic Fail — by Claire LaZebnik — Epic Fail by Claire LaZebnik,4654
4656,"A Caress of Twilight (Merry Gentry, #2)",Laurell K. Hamilton,en-US,https://images.gr-assets.com/books/1327877187m/30240.jpg,https://images.gr-assets.com/books/1327877187s/30240.jpg,"A Caress of Twilight (Merry Gentry, #2) by Laurell K. Hamilton","A Caress of Twilight (Merry Gentry, #2) — by Laurell K. Hamilton — A Caress of Twilight (Merry Gentry, #2) by Laurell K. Hamilton",4655
4657,The Manchurian Candidate (Movie Tie-In Edition),Richard Condon,en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,The Manchurian Candidate (Movie Tie-In Edition) by Richard Condon,The Manchurian Candidate (Movie Tie-In Edition) — by Richard Condon — The Manchurian Candidate (Movie Tie-In Edition) by Richard Condon,4656
4658,"Fudge-a-Mania (Fudge, #4)",Judy Blume,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,"Fudge-a-Mania (Fudge, #4) by Judy Blume","Fudge-a-Mania (Fudge, #4) — by Judy Blume — Fudge-a-Mania (Fudge, #4) by Judy Blume",4657
4659,"Nevermore (Maximum Ride, #8)",James Patterson,eng,https://images.gr-assets.com/books/1328150920m/11946245.jpg,https://images.gr-assets.com/books/1328150920s/11946245.jpg,"Nevermore (Maximum Ride, #8) by James Patterson","Nevermore (Maximum Ride, #8) — by James Patterson — Nevermore (Maximum Ride, #8) by James Patterson",4658
4660,Operating Instructions: A Journal of My Son's First Year,Anne Lamott,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,Operating Instructions: A Journal of My Son's First Year by Anne Lamott,Operating Instructions: A Journal of My Son's First Year — by Anne Lamott — Operating Instructions: A Journal of My Son's First Year by Anne Lamott,4659
4661,Pale Blue Dot: A Vision of the Human Future in Space,"Carl Sagan, Ann Druyan",eng,https://images.gr-assets.com/books/1500191671m/61663.jpg,https://images.gr-assets.com/books/1500191671s/61663.jpg,"Pale Blue Dot: A Vision of the Human Future in Space by Carl Sagan, Ann Druyan","Pale Blue Dot: A Vision of the Human Future in Space — by Carl Sagan, Ann Druyan — Pale Blue Dot: A Vision of the Human Future in Space by Carl Sagan, Ann Druyan",4660
4662,"Simple Perfection (Rosemary Beach, #6; Perfection, #2)",Abbi Glines,eng,https://images.gr-assets.com/books/1415743194m/17449417.jpg,https://images.gr-assets.com/books/1415743194s/17449417.jpg,"Simple Perfection (Rosemary Beach, #6; Perfection, #2) by Abbi Glines","Simple Perfection (Rosemary Beach, #6; Perfection, #2) — by Abbi Glines — Simple Perfection (Rosemary Beach, #6; Perfection, #2) by Abbi Glines",4661
4663,The Irresistible Revolution: Living as an Ordinary Radical,Shane Claiborne,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,The Irresistible Revolution: Living as an Ordinary Radical by Shane Claiborne,The Irresistible Revolution: Living as an Ordinary Radical — by Shane Claiborne — The Irresistible Revolution: Living as an Ordinary Radical by Shane Claiborne,4662
4664,"Brain Rules: 12 Principles for Surviving and Thriving at Work, Home, and School",John Medina,,https://images.gr-assets.com/books/1328763686m/2251306.jpg,https://images.gr-assets.com/books/1328763686s/2251306.jpg,"Brain Rules: 12 Principles for Surviving and Thriving at Work, Home, and School by John Medina","Brain Rules: 12 Principles for Surviving and Thriving at Work, Home, and School — by John Medina — Brain Rules: 12 Principles for Surviving and Thriving at Work, Home, and School by John Medina",4663
4665,"The Pilgrims of Rayne (Pendragon, #8)",D.J. MacHale,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,"The Pilgrims of Rayne (Pendragon, #8) by D.J. MacHale","The Pilgrims of Rayne (Pendragon, #8) — by D.J. MacHale — The Pilgrims of Rayne (Pendragon, #8) by D.J. MacHale",4664
4666,The Hundred-Foot Journey,Richard C. Morais,en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,The Hundred-Foot Journey by Richard C. Morais,The Hundred-Foot Journey — by Richard C. Morais — The Hundred-Foot Journey by Richard C. Morais,4665
4667,Scorpia Rising (Alex Rider #9),Anthony Horowitz,eng,https://images.gr-assets.com/books/1417405144m/8435445.jpg,https://images.gr-assets.com/books/1417405144s/8435445.jpg,Scorpia Rising (Alex Rider #9) by Anthony Horowitz,Scorpia Rising (Alex Rider #9) — by Anthony Horowitz — Scorpia Rising (Alex Rider #9) by Anthony Horowitz,4666
4668,"Big Nate: In a Class by Himself (Big Nate Novels, #1)",Lincoln Peirce,en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,"Big Nate: In a Class by Himself (Big Nate Novels, #1) by Lincoln Peirce","Big Nate: In a Class by Himself (Big Nate Novels, #1) — by Lincoln Peirce — Big Nate: In a Class by Himself (Big Nate Novels, #1) by Lincoln Peirce",4667
4669,"Forever Princess (The Princess Diaries, #10)",Meg Cabot,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,"Forever Princess (The Princess Diaries, #10) by Meg Cabot","Forever Princess (The Princess Diaries, #10) — by Meg Cabot — Forever Princess (The Princess Diaries, #10) by Meg Cabot",4668
4670,The Melancholy Death of Oyster Boy and Other Stories,Tim Burton,en-US,https://images.gr-assets.com/books/1338646527m/519112.jpg,https://images.gr-assets.com/books/1338646527s/519112.jpg,The Melancholy Death of Oyster Boy and Other Stories by Tim Burton,The Melancholy Death of Oyster Boy and Other Stories — by Tim Burton — The Melancholy Death of Oyster Boy and Other Stories by Tim Burton,4669
4671,"Breath, Eyes, Memory",Edwidge Danticat,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,"Breath, Eyes, Memory by Edwidge Danticat","Breath, Eyes, Memory — by Edwidge Danticat — Breath, Eyes, Memory by Edwidge Danticat",4670
4672,Journey to the End of the Night,"Louis-Ferdinand Céline, Ralph Manheim, William T. Vollmann",eng,https://images.gr-assets.com/books/1462934409m/12395.jpg,https://images.gr-assets.com/books/1462934409s/12395.jpg,"Journey to the End of the Night by Louis-Ferdinand Céline, Ralph Manheim, William T. Vollmann","Journey to the End of the Night — by Louis-Ferdinand Céline, Ralph Manheim, William T. Vollmann — Journey to the End of the Night by Louis-Ferdinand Céline, Ralph Manheim, William T. Vollmann",4671
4673,"The Scarecrow (Jack McEvoy, #2)",Michael Connelly,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,"The Scarecrow (Jack McEvoy, #2) by Michael Connelly","The Scarecrow (Jack McEvoy, #2) — by Michael Connelly — The Scarecrow (Jack McEvoy, #2) by Michael Connelly",4672
4674,The Humans,Matt Haig,eng,https://images.gr-assets.com/books/1353739654m/16130537.jpg,https://images.gr-assets.com/books/1353739654s/16130537.jpg,The Humans by Matt Haig,The Humans — by Matt Haig — The Humans by Matt Haig,4673
4675,"Crocodile Tears (Alex Rider, #8)",Anthony Horowitz,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,"Crocodile Tears (Alex Rider, #8) by Anthony Horowitz","Crocodile Tears (Alex Rider, #8) — by Anthony Horowitz — Crocodile Tears (Alex Rider, #8) by Anthony Horowitz",4674
4676,1/4 جرام,Essam Youssef,ara,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1/4 جرام by Essam Youssef,1/4 جرام — by Essam Youssef — 1/4 جرام by Essam Youssef,4675
4677,For Women Only: What You Need to Know about the Inner Lives of Men,Shaunti Feldhahn,en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,For Women Only: What You Need to Know about the Inner Lives of Men by Shaunti Feldhahn,For Women Only: What You Need to Know about the Inner Lives of Men — by Shaunti Feldhahn — For Women Only: What You Need to Know about the Inner Lives of Men by Shaunti Feldhahn,4676
4678,"Seize the Night (Moonlight Bay, #2)","Dean Koontz, Keith Szarabajka",eng,https://images.gr-assets.com/books/1382311797m/21362.jpg,https://images.gr-assets.com/books/1382311797s/21362.jpg,"Seize the Night (Moonlight Bay, #2) by Dean Koontz, Keith Szarabajka","Seize the Night (Moonlight Bay, #2) — by Dean Koontz, Keith Szarabajka — Seize the Night (Moonlight Bay, #2) by Dean Koontz, Keith Szarabajka",4677
4679,A Quick Bite (Argeneau #1),Lynsay Sands,en-US,https://images.gr-assets.com/books/1410129015m/38568.jpg,https://images.gr-assets.com/books/1410129015s/38568.jpg,A Quick Bite (Argeneau #1) by Lynsay Sands,A Quick Bite (Argeneau #1) — by Lynsay Sands — A Quick Bite (Argeneau #1) by Lynsay Sands,4678
4680,"Key of Knowledge (Key Trilogy, #2)",Nora Roberts,eng,https://images.gr-assets.com/books/1282136458m/248682.jpg,https://images.gr-assets.com/books/1282136458s/248682.jpg,"Key of Knowledge (Key Trilogy, #2) by Nora Roberts","Key of Knowledge (Key Trilogy, #2) — by Nora Roberts — Key of Knowledge (Key Trilogy, #2) by Nora Roberts",4679
4681,"Ice Station (Shane Schofield, #1)",Matthew Reilly,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,"Ice Station (Shane Schofield, #1) by Matthew Reilly","Ice Station (Shane Schofield, #1) — by Matthew Reilly — Ice Station (Shane Schofield, #1) by Matthew Reilly",4680
4682,A Dangerous Fortune,Ken Follett,eng,https://images.gr-assets.com/books/1387637715m/825508.jpg,https://images.gr-assets.com/books/1387637715s/825508.jpg,A Dangerous Fortune by Ken Follett,A Dangerous Fortune — by Ken Follett — A Dangerous Fortune by Ken Follett,4681
4683,The Well of Lost Plots (Thursday Next #3),Jasper Fforde,eng,https://images.gr-assets.com/books/1304713470m/27001.jpg,https://images.gr-assets.com/books/1304713470s/27001.jpg,The Well of Lost Plots (Thursday Next #3) by Jasper Fforde,The Well of Lost Plots (Thursday Next #3) — by Jasper Fforde — The Well of Lost Plots (Thursday Next #3) by Jasper Fforde,4682
4684,The Wealth of Nations,Adam Smith,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,The Wealth of Nations by Adam Smith,The Wealth of Nations — by Adam Smith — The Wealth of Nations by Adam Smith,4683
4685,Canada,Richard Ford,eng,https://images.gr-assets.com/books/1327927048m/12872236.jpg,https://images.gr-assets.com/books/1327927048s/12872236.jpg,Canada by Richard Ford,Canada — by Richard Ford — Canada by Richard Ford,4684
4686,"The Big Over Easy (Nursery Crime, #1)",Jasper Fforde,en-US,https://images.gr-assets.com/books/1432412758m/6628.jpg,https://images.gr-assets.com/books/1432412758s/6628.jpg,"The Big Over Easy (Nursery Crime, #1) by Jasper Fforde","The Big Over Easy (Nursery Crime, #1) — by Jasper Fforde — The Big Over Easy (Nursery Crime, #1) by Jasper Fforde",4685
